Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00    825.27     0.00        2     0.00     0.00  Sys_PIDFileName
  0.00    825.27     0.00        2     0.00     0.00  Sys_RandomBytes
  0.00    825.27     0.00        2     0.00     0.00  Sys_RemoveInvalidSymlinkToDir
  0.00    825.27     0.00        2     0.00     0.00  VM_Forced_Unload_Start
  0.00    825.27     0.00        2     0.00     0.00  Z_ClearZone
  0.00    825.27     0.00        2     0.00     0.00  getHome
  0.00    825.27     0.00        1     0.00     0.00  CIN_HandleForVideo
  0.00    825.27     0.00        1     0.00     0.03  CIN_PlayCinematic
  0.00    825.27     0.00        1     0.00     0.01  CL_Connect_f
  0.00    825.27     0.00        1     0.00     0.00  CL_Disconnect_f
  0.00    825.27     0.00        1     0.00     0.00  CL_ForwardCommandToServer
  0.00    825.27     0.00        1     0.00     0.00  CL_ForwardToServer_f
  0.00    825.27     0.00        1     0.00     0.00  CL_GlobalServers_f
  0.00    825.27     0.00        1     0.00     0.00  CL_InitKeyCommands
  0.00    825.27     0.00        1     0.00     0.00  CL_OldGame
  0.00    825.27     0.00        1     0.00     4.21  CL_PlayCinematic_f
  0.00    825.27     0.00        1     0.00     0.00  CL_RequestMotd
  0.00    825.27     0.00        1     0.00     0.01  CL_ServersResponsePacket
  0.00    825.27     0.00        1     0.00     0.00  CON_Hide
  0.00    825.27     0.00        1     0.00     0.00  CON_Init
  0.00    825.27     0.00        1     0.00     0.00  CON_Show
  0.00    825.27     0.00        1     0.00     0.00  CON_Shutdown
  0.00    825.27     0.00        1     0.00     0.00  Cbuf_Init
  0.00    825.27     0.00        1     0.00     0.00  Cmd_Init
  0.00    825.27     0.00        1     0.00     0.00  Cmd_Wait_f
  0.00    825.27     0.00        1     0.00     0.00  Com_AddStartupCommands
  0.00    825.27     0.00        1     0.00    10.03  Com_DetectSSE
  0.00    825.27     0.00        1     0.00   120.71  Com_Error
  0.00    825.27     0.00        1     0.00   166.60  Com_Init
  0.00    825.27     0.00        1     0.00     3.02  Com_InitHunkMemory
  0.00    825.27     0.00        1     0.00     0.00  Com_InitJournaling
  0.00    825.27     0.00        1     0.00     0.00  Com_InitPushEvent
  0.00    825.27     0.00        1     0.00     0.00  Com_InitRand
  0.00    825.27     0.00        1     0.00     0.00  Com_InitSmallZoneMemory
  0.00    825.27     0.00        1     0.00     0.00  Com_InitZoneMemory
  0.00    825.27     0.00        1     0.00     0.00  Com_ParseCommandLine
  0.00    825.27     0.00        1     0.00     0.00  Com_PushEvent
  0.00    825.27     0.00        1     0.00    15.00  Com_Quit_f
  0.00    825.27     0.00        1     0.00     0.00  Com_RandomBytes
  0.00    825.27     0.00        1     0.00     0.00  Com_Shutdown
  0.00    825.27     0.00        1     0.00     0.00  Con_MessageMode_f
  0.00    825.27     0.00        1     0.00     0.00  CreateXDGPathAndMisc
  0.00    825.27     0.00        1     0.00     0.00  Cvar_Init
  0.00    825.27     0.00        1     0.00     0.00  Cvar_SetDescription
  0.00    825.27     0.00        1     0.00    54.90  FS_InitFilesystem
  0.00    825.27     0.00        1     0.00     0.00  FS_LoadStack
  0.00    825.27     0.00        1     0.00     0.00  GetBotLibAPI
  0.00    825.27     0.00        1     0.00     0.05  Huff_Compress
  0.00    825.27     0.00        1     0.00     0.00  Huff_Init
  0.00    825.27     0.00        1     0.00     0.00  IN_DownUp
  0.00    825.27     0.00        1     0.00     0.00  IN_SpeedDown
  0.00    825.27     0.00        1     0.00     0.00  Init_AAS_Export
  0.00    825.27     0.00        1     0.00     0.00  Init_AI_Export
  0.00    825.27     0.00        1     0.00     0.00  Init_EA_Export
  0.00    825.27     0.00        1     0.00     0.00  IsStdinATTY
  0.00    825.27     0.00        1     0.00     0.02  NET_GetLocalAddress
  0.00    825.27     0.00        1     0.00     0.00  NET_IP6Socket
  0.00    825.27     0.00        1     0.00     0.00  NET_IPSocket
  0.00    825.27     0.00        1     0.00     0.02  NET_Init
  0.00    825.27     0.00        1     0.00     0.00  NET_IsLocalAddress
  0.00    825.27     0.00        1     0.00     0.03  NET_OpenIP
  0.00    825.27     0.00        1     0.00     0.05  NET_OutOfBandData
  0.00    825.27     0.00        1     0.00     0.00  NET_SetMulticast6
  0.00    825.27     0.00        1     0.00     0.00  Netchan_Init
  0.00    825.27     0.00        1     0.00     0.00  Netchan_Setup
  0.00    825.27     0.00        1     0.00     0.00  SV_AddOperatorCommands
  0.00    825.27     0.00        1     0.00     0.00  SV_BotInitBotLib
  0.00    825.27     0.00        1     0.00     0.00  SV_BotInitCvars
  0.00    825.27     0.00        1     0.00     0.00  SV_Init
  0.00    825.27     0.00        1     0.00     0.00  SV_RehashBans_f
  0.00    825.27     0.00        1     0.00     0.00  Sys_BinaryPath
  0.00    825.27     0.00        1     0.00     0.00  Sys_ConcatXdgHomepathName
  0.00    825.27     0.00        1     0.00     0.00  Sys_Dirname
  0.00    825.27     0.00        1     0.00    10.01  Sys_Exit
  0.00    825.27     0.00        1     0.00     0.00  Sys_GetCurrentUser
  0.00    825.27     0.00        1     0.00    10.01  Sys_GetProcessorFeatures
  0.00    825.27     0.00        1     0.00     0.00  Sys_Init
  0.00    825.27     0.00        1     0.00     0.00  Sys_PID
  0.00    825.27     0.00        1     0.00     0.00  Sys_ParseArgs
  0.00    825.27     0.00        1     0.00     0.00  Sys_PlatformInit
  0.00    825.27     0.00        1     0.00     0.00  Sys_Quit
  0.00    825.27     0.00        1     0.00     0.00  Sys_SetBinaryPath
  0.00    825.27     0.00        1     0.00     0.00  Sys_SetDefaultInstallPath
  0.00    825.27     0.00        1     0.00     0.00  Sys_SetHomePaths
  0.00    825.27     0.00        1     0.00     0.00  Sys_SetXdgDataHomePath
  0.00    825.27     0.00        1     0.00     0.02  Sys_ShowIP
  0.00    825.27     0.00        1     0.00     0.00  Sys_WritePIDFile
  0.00    825.27     0.00        1     0.00     0.00  VM_Init

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2015 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.00% of 825.27 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     49.7  102.58  307.93                 DoSyscall [1]
               15.05  284.54 820343669/820343669     CL_CgameSystemCalls [11]
                5.68    0.00 443731280/443731280     VM_BlockCopy [63]
                0.03    2.63  551068/551068      CL_UISystemCalls [86]
-----------------------------------------------
                                                 <spontaneous>
[2]     49.7    0.00  410.51                 main [2]
                0.37  409.97  269921/269921      Com_Frame [3]
                0.00    0.17       1/1           Com_Init [261]
                0.00    0.00       1/1           NET_Init [652]
                0.00    0.00       1/1           CON_Init [680]
                0.00    0.00       1/211623469     Sys_Milliseconds [175]
                0.00    0.00       1/1           Sys_PlatformInit [1111]
                0.00    0.00       1/1           Sys_ParseArgs [1110]
                0.00    0.00       1/1           Sys_SetBinaryPath [1113]
                0.00    0.00       1/1           Sys_Dirname [1107]
                0.00    0.00       1/1           Sys_SetDefaultInstallPath [1114]
                0.00    0.00       1/1           Sys_BinaryPath [1105]
-----------------------------------------------
                0.37  409.97  269921/269921      main [2]
[3]     49.7    0.37  409.97  269921         Com_Frame [3]
                0.04  402.41  269919/269919      CL_Frame [4]
                1.45    4.07 103068692/103068692     NET_Sleep [64]
                0.38    0.54 206137384/206137384     Com_TimeVal [142]
                0.01    0.77  539840/539908      Cbuf_Execute <cycle 2> [512]
                0.01    0.20  539840/539845      Com_EventLoop [249]
                0.04    0.00  269919/269919      Com_ModifyMsec [371]
                0.03    0.00  269919/269919      NET_FlushPacketQueue [408]
                0.03    0.00  269919/269920      SV_Frame [399]
                0.00    0.00  269921/269921      IN_Frame [590]
                0.00    0.00       7/7           Com_WriteConfiguration [1005]
-----------------------------------------------
                0.04  402.41  269919/269919      Com_Frame [3]
[4]     48.8    0.04  402.41  269919         CL_Frame [4]
                0.06  399.88  269919/270117      SCR_UpdateScreen [6]
                0.06    1.37  269919/269919      S_Update [119]
                0.00    0.70  269919/269919      CL_SendCmd [158]
                0.19    0.00  269919/269919      CL_CaptureVoip [253]
                0.09    0.02  269919/269919      CL_SetCGameTime [293]
                0.01    0.01  269919/269919      Con_RunConsole [480]
                0.01    0.00  269919/269919      CL_UpdateMumble [514]
                0.00    0.01       2/3           S_StopAllSounds [493]
                0.01    0.00  269919/269919      CL_CheckForResend [543]
                0.00    0.00     846/2123054     Key_GetCatcher [330]
                0.00    0.00       2/542318      VM_Call [203]
                0.00    0.00  269919/269931      CL_VideoRecording [771]
                0.00    0.00  269919/269919      CL_CheckTimeout [772]
                0.00    0.00  269919/269919      CL_CheckUserinfo [773]
                0.00    0.00  269919/269919      SCR_RunCinematic [774]
-----------------------------------------------
                0.01    1.10     748/270865      R_IssuePendingRenderCommands [126]
                2.29  397.10  270117/270865      R_IssueRenderCommands [8]
[5]     48.5    2.30  398.20  270865         RB_ExecuteRenderCommands [5]
                0.09  348.38 1094687/1094687     RB_DrawSurfs [9]
                6.51   41.72 152199108/152199108     RB_StretchPic [28]
                0.09    1.11  270117/270117      RB_SwapBuffers [128]
                0.29    0.00 36957556/36957556     RB_SetColor [225]
                0.02    0.00  541730/3808552     CL_ScaledMilliseconds [289]
-----------------------------------------------
                0.00    0.29     198/270117      CL_CgameSystemCalls [11]
                0.06  399.88  269919/270117      CL_Frame [4]
[6]     48.5    0.06  400.18  270117         SCR_UpdateScreen [6]
                0.01  399.47  270117/270117      RE_EndFrame [7]
                0.08    0.62  270117/270117      SCR_DrawScreenField [159]
-----------------------------------------------
                0.01  399.47  270117/270117      SCR_UpdateScreen [6]
[7]     48.4    0.01  399.47  270117         RE_EndFrame [7]
                0.01  399.40  270117/270117      R_IssueRenderCommands [8]
                0.06    0.00  270117/270126      R_InitNextFrame [324]
                0.00    0.00  270117/190521468     R_GetCommandBuffer [136]
-----------------------------------------------
                0.01  399.40  270117/270117      RE_EndFrame [7]
[8]     48.4    0.01  399.40  270117         R_IssueRenderCommands [8]
                2.29  397.10  270117/270865      RB_ExecuteRenderCommands [5]
                0.00    0.00  270117/270117      R_PerformanceCounters [770]
-----------------------------------------------
                0.09  348.38 1094687/1094687     RB_ExecuteRenderCommands [5]
[9]     42.2    0.09  348.38 1094687         RB_DrawSurfs [9]
                7.69  337.44 1094687/1094687     RB_RenderDrawSurfList [10]
                0.01    3.24  807321/59242842     RB_EndSurface [12]
-----------------------------------------------
                7.69  337.44 1094687/1094687     RB_DrawSurfs [9]
[10]    41.8    7.69  337.44 1094687         RB_RenderDrawSurfList [10]
                0.60  192.08 47898520/59242842     RB_EndSurface [12]
               36.89   34.29 16464136/16464136     RB_SurfaceMesh [20]
               34.78    0.00 166682713/166682713     RB_SurfaceFace [29]
               11.36    0.54 13586086/13586086     RB_SurfaceGrid [47]
                8.85    0.18 1426760/1426760     RB_SurfaceTriangles [49]
                5.43    0.00 66373717/66373717     RB_SurfacePolychain [65]
                0.74    3.55 28640463/59471113     R_RotateForEntity [50]
                0.04    2.47 13006191/13006191     RB_SurfaceEntity [89]
                2.27    0.00 30921338/33093463     Matrix4Multiply [91]
                1.58    0.00 47898520/59242842     RB_BeginSurface [102]
                0.89    0.00 52654269/53771119     R_DecomposeSort [145]
                0.31    0.00 30921338/32016025     Matrix4Copy [213]
                0.16    0.13 1094687/1094687     RB_BeginDrawingView [226]
                0.12    0.00 1094687/1094687     RB_RenderFlares [287]
                0.07    0.00 1094687/1094687     RB_DrawSun [314]
                0.06    0.00 1192846/1285782     R_TransformDlights [323]
                0.04    0.00 1094687/1094687     RB_DrawSunFlare [369]
                0.03    0.00 4627328/4627328     RB_SurfaceFlare [402]
-----------------------------------------------
               15.05  284.54 820343669/820343669     DoSyscall [1]
[11]    36.3   15.05  284.54 820343669         CL_CgameSystemCalls [11]
               15.09   82.37 2201443/2201443     R_MarkFragments [15]
                0.47   95.14 1094333/1094687     RE_RenderScene [17]
                1.31   32.80 67157713/67157713     CM_BoxTrace [31]
                3.26   18.07 37002951/37002951     CM_TransformedBoxTrace [35]
                4.96    0.00 1011013300/1011238668     VM_ArgPtr [67]
                0.01    4.81       5/5           RE_LoadWorldMap [69]
                3.40    0.00 63226515/63301745     Cvar_Update [77]
                1.45    1.30 151841262/152199108     RE_StretchPic [84]
                2.19    0.45 44092757/44093111     RE_AddRefEntityToScene [87]
                0.53    1.76 4161642/5808657     CM_PointContents [78]
                1.75    0.00 1375818708/1375818708     _vmf [107]
                0.87    0.77 7908444/7908444     R_LerpTag [112]
                0.00    1.43    5059/5086        RE_RegisterShader [118]
                0.01    1.25     943/945         RE_RegisterModel [125]
                1.15    0.00 66373717/66373717     RE_AddPolyToScene [131]
                1.13    0.00 30369799/30369799     CM_TempBoxModel [134]
                0.72    0.20 36352824/36957556     RE_SetColor [140]
                0.00    0.91 1647015/1647015     CM_TransformedPointContents [144]
                0.68    0.00   58698/58698       CL_GetSnapshot [160]
                0.04    0.58  268861/268861      S_ClearLoopingSounds [167]
                0.53    0.00 17641262/17641262     CL_GetUserCmd [178]
                0.00    0.50     387/387         RE_RegisterSkin [181]
                0.05    0.44 17441526/17441526     S_UpdateEntityPosition [182]
                0.02    0.34    1217/9582        RE_RegisterShaderNoMip [82]
                0.35    0.00 68710562/68710562     CM_InlineModel [206]
                0.32    0.00 148963088/148963088     FloatAsInt [216]
                0.00    0.29     198/270117      SCR_UpdateScreen [6]
                0.00    0.25 3096530/3096530     S_AddRealLoopingSound [236]
                0.01    0.15  103906/103906      S_StartSound [267]
                0.00    0.08  865909/865909      S_AddLoopingSound [310]
                0.00    0.06    1805/2549        FS_FOpenFileByMode [307]
                0.00    0.05  778371/778371      RE_AddLightToScene [340]
                0.04    0.00  826027/826027      R_ModelBounds [357]
                0.04    0.00 1094778/1095141     RE_ClearScene [368]
                0.01    0.02  268416/268416      S_Respatialize [387]
                0.00    0.03       5/5           CL_CM_LoadMap [388]
                0.03    0.00  413331/413331      qsnapvectorsse [406]
                0.00    0.03    9143/9143        CL_GetServerCommand [421]
                0.00    0.02       5/5           S_StartBackgroundTrack [442]
                0.00    0.01    6484/9655        S_RegisterSound [478]
                0.00    0.01    2580/11133       Com_Printf [353]
                0.01    0.00  268416/268416      CL_SetUserCmdValue [516]
                0.00    0.00    1925/1961        S_StartLocalSound [569]
                0.00    0.00  263026/211623469     Sys_Milliseconds [175]
                0.00    0.00    1195/1835        Cvar_Register [606]
                0.00    0.00     260/260         CL_AddCgameCommand [687]
                0.00    0.00    2841/2916        Cvar_SetSafe [695]
                0.00    0.00     124/875         FS_Read2 [692]
                0.00    0.00  531442/531442      CL_GetCurrentCmdNumber [761]
                0.00    0.00  373589/373589      Cmd_ArgvBuffer [763]
                0.00    0.00  268856/268856      CL_GetCurrentSnapshotNumber [776]
                0.00    0.00   30061/30061       Com_RealTime [812]
                0.00    0.00    1225/1225        CL_GetGameState [884]
                0.00    0.00     997/1010        CL_AddReliableCommand [890]
                0.00    0.00     638/1213        Cvar_VariableStringBuffer [885]
                0.00    0.00     198/226         Hunk_MemoryRemaining [927]
                0.00    0.00     124/6602        FS_FCloseFile [837]
                0.00    0.00       5/5           CM_NumInlineModels [1021]
                0.00    0.00       5/5           CL_GetGlconfig [1017]
-----------------------------------------------
                0.00    0.17   42129/59242842     RB_CheckOverflow [256]
                0.00    1.08  270117/59242842     RB_SwapBuffers [128]
                0.01    3.24  807321/59242842     RB_DrawSurfs [9]
                0.13   41.00 10224755/59242842     RB_StretchPic [28]
                0.60  192.08 47898520/59242842     RB_RenderDrawSurfList [10]
[12]    28.9    0.74  237.57 59242842         RB_EndSurface [12]
                1.70  219.60 58534606/58768197     RB_StageIteratorGeneric [13]
                0.08   16.19  233591/233591      RB_StageIteratorSky [39]
-----------------------------------------------
                0.01    0.88  233591/58768197     RB_StageIteratorSky [39]
                1.70  219.60 58534606/58768197     RB_EndSurface [12]
[13]    26.9    1.71  220.48 58768197         RB_StageIteratorGeneric [13]
                2.94  118.36 58768197/58768197     RB_IterateStagesGeneric [14]
               95.65    0.07 15957702/15957702     ProjectDlightTexture [16]
                0.74    2.39 58768197/58768197     RB_DeformTessGeometry [79]
                0.33    0.00 58768197/58768197     GL_Cull [212]
-----------------------------------------------
                2.94  118.36 58768197/58768197     RB_StageIteratorGeneric [13]
[14]    14.7    2.94  118.36 58768197         RB_IterateStagesGeneric [14]
               42.78   20.39 76849718/76849718     ComputeTexCoords [22]
               14.79   36.47 76849718/76849718     ComputeColors [26]
                0.47    1.38 19198127/19198127     DrawMultitextured [104]
                0.47    0.79 57651591/96047845     R_BindAnimatedImage [99]
                0.82    0.00 57651591/81571662     GL_State [130]
-----------------------------------------------
               15.09   82.37 2201443/2201443     CL_CgameSystemCalls [11]
[15]    11.8   15.09   82.37 2201443         R_MarkFragments [15]
                4.85   59.38 261686570/261686570     R_AddMarkFragments [21]
                9.47    6.02 2201443/2201443     R_BoxSurfaces_r [41]
                1.00    0.00 118922076/118922076     FastVectorNormalize [138]
                0.82    0.00 118922076/118922076     CrossProduct [148]
                0.43    0.00 26417316/26447609     AddPointToBounds [189]
                0.25    0.00 2201443/2201443     FastVectorNormalize2 [234]
                0.13    0.00 2201443/2201443     VectorInverse [278]
                0.04    0.00 2201443/2469775     ClearBounds [367]
-----------------------------------------------
               95.65    0.07 15957702/15957702     RB_StageIteratorGeneric [13]
[16]    11.6   95.65    0.07 15957702         ProjectDlightTexture [16]
                0.04    0.00 2463064/81571662     GL_State [130]
                0.03    0.00 2463064/99015355     GL_Bind [124]
-----------------------------------------------
                0.00    0.03     354/1094687     CL_UISystemCalls [86]
                0.47   95.14 1094333/1094687     CL_CgameSystemCalls [11]
[17]    11.6    0.47   95.17 1094687         RE_RenderScene [17]
                0.20   94.91 1094687/1094687     R_RenderView [18]
                0.06    0.01 2189374/3808552     CL_ScaledMilliseconds [289]
-----------------------------------------------
                0.20   94.91 1094687/1094687     RE_RenderScene [17]
[18]    11.5    0.20   94.91 1094687         R_RenderView [18]
                0.03   81.60 1094687/1094687     R_GenerateDrawSurfs [19]
                0.03   12.38 1094687/1094687     R_SortDrawSurfs [44]
                0.15    0.44 1094687/1094687     R_SetupProjection [169]
                0.10    0.17 1094687/1094687     R_RotateForViewer [229]
-----------------------------------------------
                0.03   81.60 1094687/1094687     R_RenderView [18]
[19]     9.9    0.03   81.60 1094687         R_GenerateDrawSurfs [19]
                0.12   58.06 1094687/1094687     R_AddWorldSurfaces [24]
                1.39   21.03 1094687/1094687     R_AddEntitySurfaces [34]
                0.20    0.71 1094687/1094687     R_AddPolygonSurfaces [143]
                0.05    0.00 1094687/1094687     R_SetFarClip [338]
                0.04    0.00 1094687/1094687     R_SetupProjectionZ [370]
-----------------------------------------------
               36.89   34.29 16464136/16464136     RB_RenderDrawSurfList [10]
[20]     8.6   36.89   34.29 16464136         RB_SurfaceMesh [20]
               32.45    1.84 16464136/16464136     LerpMeshVertexes [30]
-----------------------------------------------
                4.85   59.38 261686570/261686570     R_MarkFragments [15]
[21]     7.8    4.85   59.38 261686570         R_AddMarkFragments [21]
               59.38    0.00 558259956/558259956     R_ChopPolyBehindPlane [23]
-----------------------------------------------
               42.78   20.39 76849718/76849718     RB_IterateStagesGeneric [14]
[22]     7.7   42.78   20.39 76849718         ComputeTexCoords [22]
               10.78    3.54 5009313/5009313     RB_CalcEnvironmentTexCoords [42]
                0.39    1.87 10145102/10145102     RB_CalcRotateTexCoords [94]
                2.16    0.00 6597126/6597126     RB_CalcScaleTexCoords [97]
                0.77    0.00 2103566/2103566     RB_CalcScrollTexCoords [151]
                0.05    0.53 2532456/2532456     RB_CalcStretchTexCoords [171]
                0.31    0.00  338737/338737      RB_CalcTurbulentTexCoords [220]
-----------------------------------------------
               59.38    0.00 558259956/558259956     R_AddMarkFragments [21]
[23]     7.2   59.38    0.00 558259956         R_ChopPolyBehindPlane [23]
-----------------------------------------------
                0.12   58.06 1094687/1094687     R_GenerateDrawSurfs [19]
[24]     7.0    0.12   58.06 1094687         R_AddWorldSurfaces [24]
               17.47   40.59  267596/267596      R_RecursiveWorldNode [25]
                0.00    0.00  267596/2469775     ClearBounds [367]
-----------------------------------------------
                             293006807             R_RecursiveWorldNode [25]
               17.47   40.59  267596/267596      R_AddWorldSurfaces [24]
[25]     7.0   17.47   40.59  267596+293006807 R_RecursiveWorldNode [25]
                5.35   23.89 1169883469/1173724901     R_AddWorldSurface [33]
               11.35    0.00 393457407/604152538     BoxOnPlaneSide [37]
                             293006807             R_RecursiveWorldNode [25]
-----------------------------------------------
               14.79   36.47 76849718/76849718     RB_IterateStagesGeneric [14]
[26]     6.2   14.79   36.47 76849718         ComputeColors [26]
               29.81    0.00 11109351/11109351     RB_CalcDiffuseColor [32]
                4.15    1.76  849625/849625      RB_CalcSpecularAlphaNew [60]
                0.19    0.19 4072876/4072876     RB_CalcWaveColor [198]
                0.22    0.10 2183083/2183083     RB_CalcWaveAlpha [215]
                0.05    0.00  699892/699892      RB_CalcColorFromEntity [341]
                0.00    0.00  128901/128901      RB_CalcAlphaFromEntity [790]
-----------------------------------------------
                7.17   10.90 37002951/104160664     CM_TransformedBoxTrace [35]
               13.01   19.78 67157713/104160664     CM_BoxTrace [31]
[27]     6.2   20.19   30.69 104160664         CM_Trace [27]
                6.46    6.56 6601483/6601483     CM_TraceThroughTree [43]
                6.77    3.84 36505537/59089453     CM_TraceThroughLeaf [38]
                4.63    1.78 60927809/61154594     CM_TestInLeaf [59]
                0.53    0.00 104160664/105807679     CM_ClipHandleToModel [177]
                0.00    0.09  125835/125835      CM_PositionTest [302]
                0.02    0.00 2972205/2972205     VectorLengthSquared [450]
-----------------------------------------------
                6.51   41.72 152199108/152199108     RB_ExecuteRenderCommands [5]
[28]     5.8    6.51   41.72 152199108         RB_StretchPic [28]
                0.13   41.00 10224755/59242842     RB_EndSurface [12]
                0.37    0.00 11302193/59242842     RB_BeginSurface [102]
                0.09    0.13 1077433/1077438     RB_SetGL2D [246]
-----------------------------------------------
               34.78    0.00 166682713/166682713     RB_RenderDrawSurfList [10]
[29]     4.2   34.78    0.00 166682713         RB_SurfaceFace [29]
-----------------------------------------------
               32.45    1.84 16464136/16464136     RB_SurfaceMesh [20]
[30]     4.2   32.45    1.84 16464136         LerpMeshVertexes [30]
                1.84    0.00 327766301/327766301     FastVectorNormalize [105]
-----------------------------------------------
                1.31   32.80 67157713/67157713     CL_CgameSystemCalls [11]
[31]     4.1    1.31   32.80 67157713         CM_BoxTrace [31]
               13.01   19.78 67157713/104160664     CM_Trace [27]
-----------------------------------------------
               29.81    0.00 11109351/11109351     ComputeColors [26]
[32]     3.6   29.81    0.00 11109351         RB_CalcDiffuseColor [32]
-----------------------------------------------
                0.02    0.08 3841432/1173724901     R_AddBrushModelSurfaces [183]
                5.35   23.89 1169883469/1173724901     R_RecursiveWorldNode [25]
[33]     3.6    5.37   23.97 1173724901         R_AddWorldSurface [33]
               17.03    4.02 315687606/315687606     R_CullSurface [36]
                0.63    0.89 26582421/26582421     R_DlightSurface [117]
                1.41    0.00 186322887/282166931     R_AddDrawSurf [98]
-----------------------------------------------
                1.39   21.03 1094687/1094687     R_GenerateDrawSurfs [19]
[34]     2.7    1.39   21.03 1094687         R_AddEntitySurfaces [34]
                1.75   13.91 30515279/30515279     R_AddMD3Surfaces [40]
                0.80    3.82 30830650/59471113     R_RotateForEntity [50]
                0.02    0.45  315371/315371      R_AddBrushModelSurfaces [183]
                0.12    0.00 30830650/39880492     R_GetModelByHandle [268]
                0.10    0.00 13006191/282166931     R_AddDrawSurf [98]
                0.04    0.00 13006191/232386502     R_GetShaderByHandle [156]
                0.03    0.00 13006191/13006191     R_SpriteFogNum [401]
-----------------------------------------------
                3.26   18.07 37002951/37002951     CL_CgameSystemCalls [11]
[35]     2.6    3.26   18.07 37002951         CM_TransformedBoxTrace [35]
                7.17   10.90 37002951/104160664     CM_Trace [27]
-----------------------------------------------
               17.03    4.02 315687606/315687606     R_AddWorldSurface [33]
[36]     2.6   17.03    4.02 315687606         R_CullSurface [36]
                0.19    2.67 16119671/16119671     R_CullGrid [81]
                0.05    1.11 2023315/2023315     R_CullTriSurf [129]
-----------------------------------------------
                0.06    0.00 2229623/604152538     CM_BoxLeafnums_r [317]
                6.02    0.00 208465508/604152538     R_BoxSurfaces_r [41]
               11.35    0.00 393457407/604152538     R_RecursiveWorldNode [25]
[37]     2.1   17.44    0.00 604152538         BoxOnPlaneSide [37]
-----------------------------------------------
                4.19    2.38 22583916/59089453     CM_TraceThroughTree [43]
                6.77    3.84 36505537/59089453     CM_Trace [27]
[38]     2.1   10.96    6.22 59089453         CM_TraceThroughLeaf [38]
                2.82    0.00 7555005/7555005     CM_TraceThroughBrush [83]
                1.81    0.00 221533495/232539434     CM_BoundsIntersect [103]
                0.06    1.53 11005939/11005939     CM_TraceThroughPatch [114]
-----------------------------------------------
                0.08   16.19  233591/233591      RB_EndSurface [12]
[39]     2.0    0.08   16.19  233591         RB_StageIteratorSky [39]
                0.22    7.36  233591/233591      RB_ClipSkyPolygons [53]
                0.03    5.72  233591/233591      R_BuildCloudData [61]
                0.54    1.44   86755/86755       DrawSkyBox [101]
                0.01    0.88  233591/58768197     RB_StageIteratorGeneric [13]
                0.00    0.00   86755/81571662     GL_State [130]
-----------------------------------------------
                1.75   13.91 30515279/30515279     R_AddEntitySurfaces [34]
[40]     1.9    1.75   13.91 30515279         R_AddMD3Surfaces [40]
                1.40    5.70 11552234/11645170     R_SetupEntityLighting [57]
                0.91    4.22 30515279/30515279     R_CullModel [66]
                0.46    0.94 30515279/30515279     R_ComputeLOD [121]
                0.12    0.00 16464136/282166931     R_AddDrawSurf [98]
                0.11    0.00 12400343/12400343     R_ComputeFogNum [294]
                0.01    0.03  287132/290908      CL_RefPrintf [381]
                0.00    0.00  807486/232386502     R_GetShaderByHandle [156]
-----------------------------------------------
                             5488792             R_BoxSurfaces_r [41]
                9.47    6.02 2201443/2201443     R_MarkFragments [15]
[41]     1.9    9.47    6.02 2201443+5488792 R_BoxSurfaces_r [41]
                6.02    0.00 208465508/604152538     BoxOnPlaneSide [37]
                             5488792             R_BoxSurfaces_r [41]
-----------------------------------------------
               10.78    3.54 5009313/5009313     ComputeTexCoords [22]
[42]     1.7   10.78    3.54 5009313         RB_CalcEnvironmentTexCoords [42]
                3.54    0.00 506389477/640557062     FastVectorNormalize [73]
-----------------------------------------------
                             149578785             CM_TraceThroughTree [43]
                6.46    6.56 6601483/6601483     CM_Trace [27]
[43]     1.6    6.46    6.56 6601483+149578785 CM_TraceThroughTree [43]
                4.19    2.38 22583916/59089453     CM_TraceThroughLeaf [38]
                             149578785             CM_TraceThroughTree [43]
-----------------------------------------------
                0.03   12.38 1094687/1094687     R_RenderView [18]
[44]     1.5    0.03   12.38 1094687         R_SortDrawSurfs [44]
                0.01   12.22 1094687/1094687     R_RadixSort [45]
                0.13    0.01 1094687/1094687     R_AddDrawSurfCmd [275]
                0.02    0.00 1094687/53771119     R_DecomposeSort [145]
-----------------------------------------------
                0.01   12.22 1094687/1094687     R_SortDrawSurfs [44]
